file,split,hand_labelled,p_fray,p_chip,p_spot,p_slash
data_clean\train\def_front\cast_def_0_3341.jpeg,train,0,0.0003,0.9972,0.0004,0.0413
data_clean\train\def_front\cast_def_0_3345.jpeg,train,0,0.0008,0.0209,0.6553,0.2695
data_clean\train\def_front\cast_def_0_335.jpeg,train,0,0.9994,0.7809,0.9640,0.8598
data_clean\train\def_front\cast_def_0_3350.jpeg,train,0,0.9999,0.1625,0.0590,0.7694
data_clean\train\def_front\cast_def_0_3351.jpeg,train,0,0.9985,0.2843,0.0362,0.8839
data_clean\train\def_front\cast_def_0_3353.jpeg,train,0,0.9999,0.0804,0.0204,0.8611
data_clean\train\def_front\cast_def_0_3355.jpeg,train,0,1.0000,0.0846,0.0183,0.8798
data_clean\train\def_front\cast_def_0_3363.jpeg,train,0,0.0000,0.6983,0.8799,0.0027
data_clean\train\def_front\cast_def_0_3365.jpeg,train,0,0.9999,0.3858,0.2163,0.7368
data_clean\train\def_front\cast_def_0_3367.jpeg,train,0,0.0005,0.9748,0.0093,0.0547
data_clean\train\def_front\cast_def_0_3369.jpeg,train,1,0.9984,0.2829,0.1198,0.3612
data_clean\train\def_front\cast_def_0_337.jpeg,train,0,0.9997,0.6873,0.9267,0.8495
data_clean\train\def_front\cast_def_0_3373.jpeg,train,0,1.0000,0.3905,0.5655,0.5974
data_clean\train\def_front\cast_def_0_3376.jpeg,train,0,0.0005,0.0414,0.8066,0.1194
data_clean\train\def_front\cast_def_0_3377.jpeg,train,0,0.0001,0.0774,0.8364,0.0730
data_clean\train\def_front\cast_def_0_3380.jpeg,train,0,0.0033,0.1029,0.8888,0.2169
data_clean\train\def_front\cast_def_0_3382.jpeg,train,0,0.9969,0.6372,0.6428,0.2467
data_clean\train\def_front\cast_def_0_3384.jpeg,train,0,0.9996,0.0716,0.0028,0.9262
data_clean\train\def_front\cast_def_0_3385.jpeg,train,0,0.0016,0.0083,0.0167,0.9522
data_clean\train\def_front\cast_def_0_3388.jpeg,train,1,0.0100,0.1643,0.9406,0.0513
data_clean\train\def_front\cast_def_0_3389.jpeg,train,0,0.0001,0.0143,0.1897,0.4090
data_clean\train\def_front\cast_def_0_339.jpeg,train,0,0.0018,0.0307,0.7417,0.3862
data_clean\train\def_front\cast_def_0_3392.jpeg,train,0,0.9954,0.6434,0.6648,0.1607
data_clean\train\def_front\cast_def_0_3398.jpeg,train,0,0.0001,0.0121,0.7463,0.1462
data_clean\train\def_front\cast_def_0_3403.jpeg,train,0,0.0007,0.0022,0.3894,0.7338
data_clean\train\def_front\cast_def_0_3404.jpeg,train,0,0.0016,0.9978,0.0001,0.0876
data_clean\train\def_front\cast_def_0_3405.jpeg,train,0,0.9999,0.0762,0.0131,0.9109
data_clean\train\def_front\cast_def_0_3408.jpeg,train,0,0.0374,0.3437,0.8277,0.2232
data_clean\train\def_front\cast_def_0_3413.jpeg,train,0,0.9993,0.4687,0.4485,0.3727
data_clean\train\def_front\cast_def_0_3414.jpeg,train,0,0.0021,0.3630,0.8526,0.0459
data_clean\train\def_front\cast_def_0_3426.jpeg,train,0,0.0112,0.0509,0.0039,0.9756
data_clean\train\def_front\cast_def_0_3429.jpeg,train,0,0.9999,0.1710,0.0323,0.8471
data_clean\train\def_front\cast_def_0_3430.jpeg,train,0,0.9997,0.0340,0.0035,0.9113
data_clean\train\def_front\cast_def_0_3431.jpeg,train,0,0.9928,0.1320,0.3532,0.4070
data_clean\train\def_front\cast_def_0_3432.jpeg,train,0,0.0181,0.0144,0.7696,0.3996
data_clean\train\def_front\cast_def_0_3433.jpeg,train,0,0.9998,0.4531,0.5156,0.4733
data_clean\train\def_front\cast_def_0_3436.jpeg,train,0,0.0004,0.0315,0.9085,0.0712
data_clean\train\def_front\cast_def_0_3437.jpeg,train,0,0.9996,0.1785,0.0577,0.6014
data_clean\train\def_front\cast_def_0_3443.jpeg,train,0,0.0004,0.0342,0.9175,0.0532
data_clean\train\def_front\cast_def_0_3445.jpeg,train,0,0.9973,0.6622,0.6793,0.2712
data_clean\train\def_front\cast_def_0_3446.jpeg,train,0,1.0000,0.2441,0.1976,0.5188
data_clean\train\def_front\cast_def_0_3447.jpeg,train,0,0.9936,0.7798,0.7995,0.1613
data_clean\train\def_front\cast_def_0_3450.jpeg,train,0,1.0000,0.1165,0.0180,0.8539
data_clean\train\def_front\cast_def_0_3451.jpeg,train,0,0.9999,0.2036,0.0712,0.6773
data_clean\train\def_front\cast_def_0_3457.jpeg,train,0,1.0000,0.2215,0.1412,0.5457
data_clean\train\def_front\cast_def_0_3460.jpeg,train,0,0.0082,0.2696,0.8187,0.1351
data_clean\train\def_front\cast_def_0_3461.jpeg,train,0,0.0034,0.9834,0.0001,0.5225
data_clean\train\def_front\cast_def_0_3464.jpeg,train,0,0.0019,0.0891,0.1148,0.6056
data_clean\train\def_front\cast_def_0_3469.jpeg,train,0,0.0031,0.0340,0.5931,0.3699
data_clean\train\def_front\cast_def_0_347.jpeg,train,0,0.0051,0.0156,0.3854,0.4983
data_clean\train\def_front\cast_def_0_3472.jpeg,train,0,0.0014,0.1440,0.7393,0.1058
data_clean\train\def_front\cast_def_0_3474.jpeg,train,0,0.0004,0.2359,0.9481,0.0095
data_clean\train\def_front\cast_def_0_3478.jpeg,train,0,1.0000,0.1264,0.0697,0.7993
data_clean\train\def_front\cast_def_0_3479.jpeg,train,0,0.0002,0.0166,0.8303,0.1099
data_clean\train\def_front\cast_def_0_348.jpeg,train,0,0.0210,0.0422,0.8686,0.1573
data_clean\train\def_front\cast_def_0_3480.jpeg,train,0,0.0004,0.0174,0.8224,0.1139
data_clean\train\def_front\cast_def_0_3482.jpeg,train,0,0.0099,0.1117,0.3747,0.1223
data_clean\train\def_front\cast_def_0_3485.jpeg,train,0,0.0100,0.0349,0.3974,0.6183
data_clean\train\def_front\cast_def_0_3486.jpeg,train,0,0.0007,0.0130,0.8946,0.1585
data_clean\train\def_front\cast_def_0_3487.jpeg,train,0,0.0001,0.3995,0.1872,0.0840
data_clean\train\def_front\cast_def_0_3488.jpeg,train,0,0.0015,0.0165,0.5366,0.2859
data_clean\train\def_front\cast_def_0_3489.jpeg,train,0,0.0113,0.1663,0.9383,0.1216
data_clean\train\def_front\cast_def_0_3492.jpeg,train,0,0.0004,0.0056,0.6378,0.2372
data_clean\train\def_front\cast_def_0_3495.jpeg,train,0,0.0002,0.0041,0.7175,0.2195
data_clean\train\def_front\cast_def_0_3496.jpeg,train,0,0.0033,0.0851,0.6922,0.1203
data_clean\train\def_front\cast_def_0_3498.jpeg,train,0,0.0004,0.0281,0.7269,0.3526
data_clean\train\def_front\cast_def_0_350.jpeg,train,0,0.9980,0.7465,0.8891,0.6170
data_clean\train\def_front\cast_def_0_3500.jpeg,train,0,0.0000,0.9998,0.0001,0.0083
data_clean\train\def_front\cast_def_0_3514.jpeg,train,0,0.0005,0.0088,0.8369,0.1755
data_clean\train\def_front\cast_def_0_3515.jpeg,train,0,0.9999,0.1377,0.0020,0.9546
data_clean\train\def_front\cast_def_0_3518.jpeg,train,1,0.0004,0.9827,0.0180,0.0175
data_clean\train\def_front\cast_def_0_3520.jpeg,train,0,0.0008,0.0073,0.3244,0.5992
data_clean\train\def_front\cast_def_0_3524.jpeg,train,0,0.9999,0.2557,0.1935,0.6135
data_clean\train\def_front\cast_def_0_3527.jpeg,train,0,0.0020,0.0413,0.7225,0.1892
data_clean\train\def_front\cast_def_0_3534.jpeg,train,0,0.9979,0.3303,0.0735,0.7710
data_clean\train\def_front\cast_def_0_3536.jpeg,train,1,0.0003,0.1250,0.9188,0.0204
data_clean\train\def_front\cast_def_0_354.jpeg,train,0,0.0004,0.1100,0.4736,0.1173
data_clean\train\def_front\cast_def_0_3541.jpeg,train,0,0.0004,0.0039,0.4793,0.7487
data_clean\train\def_front\cast_def_0_3542.jpeg,train,0,0.0039,0.2012,0.8713,0.0487
data_clean\train\def_front\cast_def_0_3543.jpeg,train,0,0.0000,0.5436,0.9032,0.0050
data_clean\train\def_front\cast_def_0_3544.jpeg,train,0,0.0003,0.9969,0.0006,0.0473
data_clean\train\def_front\cast_def_0_3545.jpeg,train,0,0.0002,0.0080,0.4671,0.3636
data_clean\train\def_front\cast_def_0_355.jpeg,train,0,0.9995,0.1611,0.0043,0.9189
data_clean\train\def_front\cast_def_0_3550.jpeg,train,0,0.9999,0.1695,0.1098,0.4142
data_clean\train\def_front\cast_def_0_3553.jpeg,train,0,1.0000,0.2749,0.0969,0.5343
data_clean\train\def_front\cast_def_0_3554.jpeg,train,0,0.0004,0.0701,0.7971,0.1192
data_clean\train\def_front\cast_def_0_3556.jpeg,train,0,0.9996,0.1394,0.0083,0.8924
data_clean\train\def_front\cast_def_0_3558.jpeg,train,0,0.0024,0.1237,0.7813,0.0517
data_clean\train\def_front\cast_def_0_3563.jpeg,train,0,1.0000,0.2604,0.1664,0.6023
data_clean\train\def_front\cast_def_0_3566.jpeg,train,0,0.0008,0.0002,0.2326,0.9020
data_clean\train\def_front\cast_def_0_3568.jpeg,train,0,0.9999,0.4476,0.5513,0.4971
data_clean\train\def_front\cast_def_0_3569.jpeg,train,0,0.9977,0.7040,0.7070,0.2947
data_clean\train\def_front\cast_def_0_357.jpeg,train,0,0.0000,0.0001,0.0303,0.1714
data_clean\train\def_front\cast_def_0_3571.jpeg,train,0,0.0005,0.0093,0.6687,0.3108
data_clean\train\def_front\cast_def_0_3572.jpeg,train,0,0.9999,0.2544,0.1367,0.8215
data_clean\train\def_front\cast_def_0_3582.jpeg,train,0,0.0243,0.1354,0.9072,0.1129
data_clean\train\def_front\cast_def_0_3583.jpeg,train,0,0.9995,0.0665,0.0032,0.9450
data_clean\train\def_front\cast_def_0_3586.jpeg,train,0,0.9986,0.4972,0.2981,0.3960
data_clean\train\def_front\cast_def_0_3587.jpeg,train,0,0.9995,0.0814,0.0055,0.9326
data_clean\train\def_front\cast_def_0_359.jpeg,train,0,0.9497,0.0463,0.1993,0.4978
data_clean\train\def_front\cast_def_0_3590.jpeg,train,0,1.0000,0.0557,0.0151,0.8565
data_clean\train\def_front\cast_def_0_3598.jpeg,train,0,1.0000,0.3083,0.2271,0.6542
data_clean\train\def_front\cast_def_0_360.jpeg,train,0,0.9996,0.1098,0.0016,0.9498
data_clean\train\def_front\cast_def_0_3601.jpeg,train,0,0.0021,0.1137,0.9551,0.0294
data_clean\train\def_front\cast_def_0_3605.jpeg,train,0,0.0002,0.0158,0.5970,0.2194
data_clean\train\def_front\cast_def_0_3607.jpeg,train,0,0.0015,0.0951,0.8042,0.1855
data_clean\train\def_front\cast_def_0_3608.jpeg,train,0,0.0012,0.0003,0.1071,0.9101
data_clean\train\def_front\cast_def_0_3609.jpeg,train,0,0.0018,0.0396,0.9606,0.0517
data_clean\train\def_front\cast_def_0_3610.jpeg,train,0,0.9983,0.5577,0.3654,0.3307
data_clean\train\def_front\cast_def_0_3611.jpeg,train,0,0.9976,0.6392,0.7146,0.2672
data_clean\train\def_front\cast_def_0_3617.jpeg,train,0,0.9517,0.1641,0.4222,0.6225
data_clean\train\def_front\cast_def_0_3619.jpeg,train,0,0.9968,0.7015,0.7122,0.2510
data_clean\train\def_front\cast_def_0_3620.jpeg,train,0,0.9990,0.3629,0.1309,0.5244
data_clean\train\def_front\cast_def_0_3622.jpeg,train,0,0.9999,0.2120,0.2964,0.3351
data_clean\train\def_front\cast_def_0_3623.jpeg,train,0,0.9940,0.7109,0.7440,0.3196
data_clean\train\def_front\cast_def_0_3625.jpeg,train,0,0.0002,0.9984,0.0004,0.0464
data_clean\train\def_front\cast_def_0_3628.jpeg,train,0,0.0011,0.1674,0.8792,0.1319
data_clean\train\def_front\cast_def_0_3629.jpeg,train,0,0.9983,0.7279,0.8820,0.5453
data_clean\train\def_front\cast_def_0_363.jpeg,train,0,0.9997,0.8067,0.9826,0.8933
data_clean\train\def_front\cast_def_0_3631.jpeg,train,0,0.0000,0.5530,0.8191,0.0074
data_clean\train\def_front\cast_def_0_3634.jpeg,train,0,0.0688,0.3157,0.8938,0.1671
data_clean\train\def_front\cast_def_0_3644.jpeg,train,0,0.0025,0.2626,0.8880,0.0846
data_clean\train\def_front\cast_def_0_3647.jpeg,train,0,0.0039,0.0695,0.8899,0.0360
data_clean\train\def_front\cast_def_0_3648.jpeg,train,0,0.9984,0.3570,0.2531,0.3816
data_clean\train\def_front\cast_def_0_3649.jpeg,train,0,0.0019,0.3142,0.8979,0.0362
data_clean\train\def_front\cast_def_0_3650.jpeg,train,0,0.0003,0.1093,0.8304,0.0866
data_clean\train\def_front\cast_def_0_3652.jpeg,train,0,0.0002,0.2400,0.7097,0.0508
data_clean\train\def_front\cast_def_0_3653.jpeg,train,0,0.0013,0.0406,0.6258,0.2368
data_clean\train\def_front\cast_def_0_3654.jpeg,train,1,0.0102,0.1194,0.3124,0.2931
data_clean\train\def_front\cast_def_0_3655.jpeg,train,0,0.9988,0.4174,0.4094,0.2016
data_clean\train\def_front\cast_def_0_3658.jpeg,train,0,0.0097,0.1976,0.9108,0.0425
data_clean\train\def_front\cast_def_0_3659.jpeg,train,0,0.0005,0.0170,0.6990,0.2343
data_clean\train\def_front\cast_def_0_3661.jpeg,train,0,0.0007,0.0220,0.4426,0.2796
data_clean\train\def_front\cast_def_0_3663.jpeg,train,0,0.0003,0.0262,0.7298,0.1100
data_clean\train\def_front\cast_def_0_3666.jpeg,train,0,0.0010,0.0095,0.6557,0.3677
data_clean\train\def_front\cast_def_0_3667.jpeg,train,0,0.0036,0.1883,0.8114,0.0697
data_clean\train\def_front\cast_def_0_3668.jpeg,train,0,0.0001,0.0088,0.7263,0.1614
data_clean\train\def_front\cast_def_0_3671.jpeg,train,0,0.0073,0.1631,0.9368,0.1176
data_clean\train\def_front\cast_def_0_3672.jpeg,train,0,0.9997,0.0899,0.0004,0.9820
data_clean\train\def_front\cast_def_0_3673.jpeg,train,0,0.0017,0.0110,0.0384,0.8647
data_clean\train\def_front\cast_def_0_3674.jpeg,train,0,0.0118,0.0092,0.0082,0.9839
data_clean\train\def_front\cast_def_0_3676.jpeg,train,0,0.0002,0.1226,0.9445,0.0186
data_clean\train\def_front\cast_def_0_3677.jpeg,train,0,1.0000,0.1778,0.0691,0.9175
data_clean\train\def_front\cast_def_0_3679.jpeg,train,0,0.1084,0.0143,0.0477,0.9063
data_clean\train\def_front\cast_def_0_3684.jpeg,train,0,0.0047,0.2788,0.8754,0.0480
data_clean\train\def_front\cast_def_0_3688.jpeg,train,0,0.1320,0.1359,0.8768,0.2806
data_clean\train\def_front\cast_def_0_3690.jpeg,train,0,0.0176,0.0140,0.0060,0.9876
data_clean\train\def_front\cast_def_0_3692.jpeg,train,0,0.0009,0.0596,0.6003,0.3533
data_clean\train\def_front\cast_def_0_3694.jpeg,train,0,0.0046,0.2261,0.9403,0.1226
data_clean\train\def_front\cast_def_0_3695.jpeg,train,0,0.9999,0.2304,0.1722,0.5914
data_clean\train\def_front\cast_def_0_3696.jpeg,train,1,0.0000,0.5024,0.9471,0.0046
data_clean\train\def_front\cast_def_0_3698.jpeg,train,0,0.9989,0.5157,0.5844,0.3462
data_clean\train\def_front\cast_def_0_3701.jpeg,train,0,0.0005,0.0471,0.9291,0.0650
data_clean\train\def_front\cast_def_0_3703.jpeg,train,0,0.0019,0.0413,0.7064,0.2873
data_clean\train\def_front\cast_def_0_3704.jpeg,train,0,1.0000,0.2069,0.1401,0.7150
data_clean\train\def_front\cast_def_0_3707.jpeg,train,0,0.0054,0.0647,0.6702,0.3157
data_clean\train\def_front\cast_def_0_3709.jpeg,train,0,0.9978,0.2045,0.0217,0.8666
data_clean\train\def_front\cast_def_0_3716.jpeg,train,0,0.9997,0.8163,0.9862,0.9190
data_clean\train\def_front\cast_def_0_3718.jpeg,train,0,0.0098,0.0050,0.0078,0.9594
data_clean\train\def_front\cast_def_0_372.jpeg,train,0,0.9985,0.4470,0.3478,0.3161
data_clean\train\def_front\cast_def_0_3720.jpeg,train,0,0.0000,0.5090,0.9525,0.0036
data_clean\train\def_front\cast_def_0_3723.jpeg,train,0,0.9976,0.3010,0.0702,0.8214
data_clean\train\def_front\cast_def_0_3725.jpeg,train,0,0.0039,0.1246,0.8402,0.1444
data_clean\train\def_front\cast_def_0_3727.jpeg,train,0,0.9995,0.0955,0.0014,0.9623
data_clean\train\def_front\cast_def_0_3728.jpeg,train,0,0.9999,0.1481,0.0441,0.6990
data_clean\train\def_front\cast_def_0_3729.jpeg,train,0,0.0001,0.9889,0.0013,0.0566
data_clean\train\def_front\cast_def_0_3734.jpeg,train,0,0.4290,0.0373,0.0173,0.9525
data_clean\train\def_front\cast_def_0_3737.jpeg,train,0,0.0002,0.2503,0.7665,0.0466
data_clean\train\def_front\cast_def_0_3739.jpeg,train,0,0.0006,0.0438,0.8943,0.0425
data_clean\train\def_front\cast_def_0_374.jpeg,train,0,0.0120,0.0909,0.3802,0.2161
data_clean\train\def_front\cast_def_0_3742.jpeg,train,0,0.0009,0.0400,0.8504,0.0826
data_clean\train\def_front\cast_def_0_3743.jpeg,train,0,0.0011,0.1450,0.4987,0.2087
data_clean\train\def_front\cast_def_0_3744.jpeg,train,0,0.9980,0.6018,0.4562,0.3634
data_clean\train\def_front\cast_def_0_3745.jpeg,train,0,0.9965,0.8026,0.9777,0.9018
data_clean\train\def_front\cast_def_0_3746.jpeg,train,0,0.0006,0.0268,0.7477,0.0946
data_clean\train\def_front\cast_def_0_3747.jpeg,train,0,0.0237,0.0991,0.9074,0.1209
data_clean\train\def_front\cast_def_0_3753.jpeg,train,0,0.0006,0.9954,0.0007,0.0650
data_clean\train\def_front\cast_def_0_3754.jpeg,train,0,0.0069,0.9330,0.0002,0.7716
data_clean\train\def_front\cast_def_0_3757.jpeg,train,0,0.9996,0.7392,0.9558,0.8272
data_clean\train\def_front\cast_def_0_376.jpeg,train,0,0.0014,0.1683,0.9485,0.0461
data_clean\train\def_front\cast_def_0_3760.jpeg,train,0,0.9968,0.7195,0.7460,0.3259
data_clean\train\def_front\cast_def_0_3761.jpeg,train,0,1.0000,0.1042,0.0193,0.8816
data_clean\train\def_front\cast_def_0_3762.jpeg,train,0,0.0002,0.0506,0.7171,0.1780
data_clean\train\def_front\cast_def_0_3764.jpeg,train,0,0.0005,0.0031,0.6105,0.6254
data_clean\train\def_front\cast_def_0_3765.jpeg,train,0,0.0959,0.1770,0.2793,0.3704
data_clean\train\def_front\cast_def_0_3766.jpeg,train,0,0.0000,0.6240,0.7936,0.0029
data_clean\train\def_front\cast_def_0_3769.jpeg,train,0,0.0000,0.9999,0.0005,0.0021
data_clean\train\def_front\cast_def_0_377.jpeg,train,0,0.0017,0.1682,0.8187,0.0431
data_clean\train\def_front\cast_def_0_3770.jpeg,train,0,0.9988,0.5235,0.4381,0.3792
data_clean\train\def_front\cast_def_0_3771.jpeg,train,0,1.0000,0.1230,0.0379,0.5949
data_clean\train\def_front\cast_def_0_3772.jpeg,train,0,0.9995,0.1802,0.0257,0.6255
data_clean\train\def_front\cast_def_0_3773.jpeg,train,1,0.0067,0.0400,0.9367,0.0638
data_clean\train\def_front\cast_def_0_3777.jpeg,train,0,1.0000,0.0557,0.0129,0.9288
data_clean\train\def_front\cast_def_0_3778.jpeg,train,0,0.0004,0.0836,0.8915,0.0488
data_clean\train\def_front\cast_def_0_378.jpeg,train,0,0.0002,0.0112,0.4334,0.4396
data_clean\train\def_front\cast_def_0_3784.jpeg,train,0,0.0004,0.0485,0.8646,0.1027
data_clean\train\def_front\cast_def_0_3785.jpeg,train,0,0.0001,0.3225,0.8204,0.0210
data_clean\train\def_front\cast_def_0_379.jpeg,train,0,0.9993,0.7444,0.9395,0.8937
data_clean\train\def_front\cast_def_0_3792.jpeg,train,0,0.9995,0.6549,0.9068,0.8853
data_clean\train\def_front\cast_def_0_3793.jpeg,train,0,0.0068,0.2746,0.0014,0.9477
data_clean\train\def_front\cast_def_0_3797.jpeg,train,0,0.9997,0.1000,0.0011,0.9801
data_clean\train\def_front\cast_def_0_3798.jpeg,train,0,0.0571,0.1067,0.8603,0.2692
data_clean\train\def_front\cast_def_0_3799.jpeg,train,0,0.0000,0.5277,0.8955,0.0058
data_clean\train\def_front\cast_def_0_380.jpeg,train,0,0.0002,0.9930,0.0006,0.0594
data_clean\train\def_front\cast_def_0_3801.jpeg,train,0,0.9997,0.0842,0.0031,0.9205
data_clean\train\def_front\cast_def_0_3802.jpeg,train,0,0.9999,0.3250,0.2198,0.6338
data_clean\train\def_front\cast_def_0_3803.jpeg,train,0,0.0231,0.0089,0.0031,0.9897
data_clean\train\def_front\cast_def_0_3804.jpeg,train,0,0.0002,0.0594,0.0068,0.8937
data_clean\train\def_front\cast_def_0_3805.jpeg,train,0,0.0148,0.0337,0.2596,0.4149
data_clean\train\def_front\cast_def_0_3806.jpeg,train,0,0.0006,0.0221,0.8724,0.1541
data_clean\train\def_front\cast_def_0_3810.jpeg,train,0,0.0017,0.0872,0.5583,0.2758
data_clean\train\def_front\cast_def_0_3811.jpeg,train,0,0.0088,0.2605,0.8764,0.1154
data_clean\train\def_front\cast_def_0_3817.jpeg,train,0,0.0002,0.0677,0.7822,0.0920
data_clean\train\def_front\cast_def_0_3821.jpeg,train,0,0.0001,0.0063,0.8089,0.1671
data_clean\train\def_front\cast_def_0_3822.jpeg,train,0,0.0320,0.0217,0.0021,0.9702
data_clean\train\def_front\cast_def_0_3823.jpeg,train,0,0.9998,0.2553,0.1055,0.7438
data_clean\train\def_front\cast_def_0_3828.jpeg,train,0,0.0010,0.0140,0.5299,0.4375
data_clean\train\def_front\cast_def_0_3829.jpeg,train,0,0.0001,0.0023,0.8488,0.3203
data_clean\train\def_front\cast_def_0_3834.jpeg,train,0,0.0023,0.0705,0.9381,0.1127
data_clean\train\def_front\cast_def_0_3836.jpeg,train,0,0.9997,0.6427,0.9145,0.8957
data_clean\train\def_front\cast_def_0_3837.jpeg,train,0,0.9992,0.3484,0.0063,0.9481
data_clean\train\def_front\cast_def_0_3838.jpeg,train,0,0.9998,0.2210,0.0803,0.6198
data_clean\train\def_front\cast_def_0_3841.jpeg,train,0,0.0002,0.0163,0.6516,0.1653
data_clean\train\def_front\cast_def_0_3845.jpeg,train,0,0.0051,0.0461,0.0047,0.9622
data_clean\train\def_front\cast_def_0_3853.jpeg,train,0,0.0080,0.0660,0.3976,0.2694
data_clean\train\def_front\cast_def_0_3857.jpeg,train,0,0.0005,0.0469,0.7443,0.1510
data_clean\train\def_front\cast_def_0_3858.jpeg,train,0,0.0726,0.1170,0.9130,0.3337
data_clean\train\def_front\cast_def_0_3865.jpeg,train,0,0.0000,0.9997,0.0004,0.0045
data_clean\train\def_front\cast_def_0_3866.jpeg,train,0,0.0010,0.0461,0.7153,0.2768
data_clean\train\def_front\cast_def_0_3867.jpeg,train,0,0.0000,0.6008,0.8659,0.0075
data_clean\train\def_front\cast_def_0_3868.jpeg,train,0,0.0112,0.1882,0.8067,0.1655
data_clean\train\def_front\cast_def_0_3869.jpeg,train,0,0.0000,0.4993,0.9074,0.0058
data_clean\train\def_front\cast_def_0_387.jpeg,train,1,0.0006,0.0485,0.9307,0.0602
data_clean\train\def_front\cast_def_0_3872.jpeg,train,0,0.0048,0.1223,0.0021,0.9573
data_clean\train\def_front\cast_def_0_3873.jpeg,train,0,0.0014,0.9991,0.0002,0.0345
data_clean\train\def_front\cast_def_0_3874.jpeg,train,0,0.0012,0.2267,0.8134,0.0246
data_clean\train\def_front\cast_def_0_3876.jpeg,train,1,1.0000,0.1031,0.0309,0.8296
data_clean\train\def_front\cast_def_0_3879.jpeg,train,0,0.0624,0.2045,0.7719,0.1977
data_clean\train\def_front\cast_def_0_3880.jpeg,train,0,0.9999,0.0918,0.0006,0.9728
data_clean\train\def_front\cast_def_0_3882.jpeg,train,0,0.0000,0.9996,0.0010,0.0030
data_clean\train\def_front\cast_def_0_3883.jpeg,train,0,0.0000,0.9996,0.0004,0.0034
data_clean\train\def_front\cast_def_0_3889.jpeg,train,0,0.0009,0.0002,0.1001,0.9254
data_clean\train\def_front\cast_def_0_3890.jpeg,train,0,0.0075,0.1004,0.9232,0.2362
data_clean\train\def_front\cast_def_0_3892.jpeg,train,0,0.0008,0.0627,0.5631,0.1045
data_clean\train\def_front\cast_def_0_3893.jpeg,train,0,0.9997,0.3432,0.2660,0.4145
data_clean\train\def_front\cast_def_0_3895.jpeg,train,0,0.0003,0.0070,0.6165,0.3267
data_clean\train\def_front\cast_def_0_3896.jpeg,train,0,0.0060,0.0639,0.6606,0.1359
data_clean\train\def_front\cast_def_0_3897.jpeg,train,0,0.9999,0.2282,0.0389,0.8399
data_clean\train\def_front\cast_def_0_3898.jpeg,train,0,0.0003,0.0259,0.8510,0.1449
data_clean\train\def_front\cast_def_0_3899.jpeg,train,0,1.0000,0.1829,0.0540,0.8299
data_clean\train\def_front\cast_def_0_3901.jpeg,train,0,0.0003,0.0153,0.0912,0.7517
data_clean\train\def_front\cast_def_0_3910.jpeg,train,0,1.0000,0.4094,0.3870,0.3929
data_clean\train\def_front\cast_def_0_3911.jpeg,train,0,0.9989,0.4127,0.0033,0.9273
data_clean\train\def_front\cast_def_0_3912.jpeg,train,0,1.0000,0.2648,0.0412,0.8172
data_clean\train\def_front\cast_def_0_3913.jpeg,train,0,0.9996,0.1062,0.0029,0.9665
data_clean\train\def_front\cast_def_0_3914.jpeg,train,0,0.9998,0.1907,0.0295,0.8559
data_clean\train\def_front\cast_def_0_3915.jpeg,train,0,0.0008,0.9965,0.0001,0.0892
data_clean\train\def_front\cast_def_0_3920.jpeg,train,0,0.9991,0.5900,0.5206,0.2678
